month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating Load [kwh],Cooling load [kwh]
11,18,18,3.4,10,24,78,0,4,71,133.59,33
11,18,19,3.3,8,24,75,0,2,71,113.55,24
11,18,20,4.3,15,19,75,0,-1,71,157.81,38.25
11,18,21,4.0,7,18,73,0,-4,71,81.76,14.7
11,18,22,3.8,16,16,60,0,-7,71,202.36,26.4
11,18,23,3.8,18,17,78,0,-8,71,234.09,27
11,18,24,4.2,30,18,66,0,-9,71,363.57,40.5
11,19,1,3.9,12,17,61,0,-10,71,157.54,14.4
11,19,2,4.1,24,19,68,0,-9,71,301.93,32.4
11,19,3,3.9,17,18,78,0,-9,71,222.39,22.95
11,19,4,3.5,9,17,66,0,-8,71,126.77,13.5
11,19,5,3.7,23,18,75,0,-8,71,311.06,34.5
11,19,6,4.0,2,18,64,0,-7,71,24.71,3.3
11,19,7,4.3,9,18,60,0.153,-7,71,97.21,14.85
11,19,8,3.6,9,20,67,0.183,-5,71,113.49,17.55
11,19,9,4.2,12,22,62,0.213,-2,71,126.48,28.8
11,19,10,3.5,12,22,74,0.243,0,71,142.89,32.4
11,19,11,3.3,25,23,62,0.273,1,71,313.69,71.25
11,19,12,4.2,13,21,76,0.303,3,71,115.57,40.95
11,19,13,3.7,14,20,61,0.273,5,71,135.71,48.3
11,19,14,3.7,9,20,63,0.243,8,71,82.65,35.1
11,19,15,4.0,10,22,77,0.213,8,71,90.22,39
11,19,16,3.7,17,22,62,0.183,7,71,173.20,63.75
11,19,17,4.0,13,24,78,0.153,6,71,131.97,46.8
11,19,18,4.3,24,21,70,0,4,71,238.10,79.2
11,19,19,4.3,20,24,62,0,2,71,219.26,60
11,19,20,4.3,9,19,68,0,-1,71,94.56,22.95
11,19,21,3.6,2,19,76,0,-4,71,26.50,4.2
11,19,22,3.8,16,17,65,0,-7,71,204.46,26.4
11,19,23,4.2,29,16,77,0,-8,71,335.30,43.5
11,19,24,3.5,19,19,69,0,-9,71,279.68,25.65
11,20,1,3.6,10,19,79,0,-10,71,146.33,12
11,20,2,3.4,20,17,61,0,-9,71,296.47,27
11,20,3,4.2,21,18,78,0,-9,71,255.10,28.35
11,20,4,4.1,28,19,65,0,-8,71,348.02,42
11,20,5,4.2,4,18,66,0,-8,71,47.71,6
11,20,6,3.7,9,18,64,0,-7,71,120.21,14.85
11,20,7,3.6,5,16,75,0.153,-7,71,61.70,8.25
11,20,8,4.3,9,20,63,0.183,-5,71,95.52,17.55
11,20,9,3.5,30,20,67,0.213,-2,71,363.15,72
11,20,10,3.4,19,20,65,0.243,0,71,224.97,51.3
11,20,11,3.3,15,21,62,0.273,1,71,180.94,42.75
11,20,12,4.0,28,23,63,0.303,3,71,273.82,88.2
11,20,13,4.1,28,20,64,0.273,5,71,243.72,96.6
11,20,14,3.7,29,23,77,0.243,8,71,284.18,113.1
11,20,15,3.6,18,24,77,0.213,8,71,188.44,70.2
11,20,16,3.8,12,23,79,0.183,7,71,121.38,45
11,20,17,3.8,30,24,67,0.153,6,71,319.16,108
11,20,18,3.5,21,24,66,0,4,71,271.80,69.3
11,20,19,4.0,27,23,70,0,2,71,309.56,81
11,20,20,3.8,6,19,74,0,-1,71,71.34,15.3
11,20,21,3.6,1,19,62,0,-4,71,13.32,2.1
11,20,22,4.3,18,16,74,0,-7,71,199.17,29.7
11,20,23,4.3,15,16,73,0,-8,71,168.56,22.5
11,20,24,4.2,4,17,61,0,-9,71,48.00,5.4
11,21,1,3.3,16,16,78,0,-10,71,249.8292011,38.4
11,21,2,3.3,7,18,77,0,-9,71,110.9586777,18.9
11,21,3,3.7,25,16,74,0,-9,71,341.6461916,67.5
11,21,4,3.8,27,17,68,0,-8,71,359.2679426,81
11,21,5,4.0,19,19,76,0,-8,71,248.2954545,57
11,21,6,4.1,22,19,73,0,-7,71,275.5121951,72.6
11,21,7,3.5,14,18,62,0.153,-7,71,192.5563636,46.2
11,21,8,4.2,26,23,64,0.183,-5,71,309.5406926,101.4
11,21,9,3.8,15,24,74,0.213,-2,71,188.3002392,72
11,21,10,3.5,8,20,64,0.243,0,71,96.96207792,43.2
11,21,11,4.2,16,22,74,0.273,1,71,162.1922078,91.2
11,21,12,3.3,15,22,65,0.303,3,71,184.2272727,94.5
11,21,13,3.3,24,24,77,0.273,5,71,298.5322314,165.6
11,21,14,3.6,7,23,74,0.243,8,71,74.24772727,54.6
11,21,15,4.2,28,20,62,0.213,8,71,243.1090909,218.4
11,21,16,4.0,14,23,71,0.183,7,71,139.755,105
11,21,17,3.8,10,23,78,0.153,6,71,109.2655502,72
11,21,18,3.7,22,24,63,0,4,71,277.4054054,145.2
11,21,19,3.3,19,20,62,0,2,71,259.4049587,114
11,21,20,4.1,27,16,62,0,-1,71,291.3126386,137.7
11,21,21,4.0,14,18,65,0,-4,71,168.7636364,58.8
11,21,22,4.3,5,17,64,0,-7,71,58.01268499,16.5
11,21,23,3.7,19,18,70,0,-8,71,263.4791155,57
11,21,24,4.2,11,16,65,0,-9,71,132.7142857,29.7
11,22,1,3.5,26,17,77,0,-10,71,388.5818182,62.4
11,22,2,3.6,19,19,65,0,-9,71,280.3939394,51.3
11,22,3,3.7,6,16,73,0,-9,71,81.93611794,16.2
11,22,4,4.1,1,18,60,0,-8,71,12.60310421,3
11,22,5,4.2,24,19,76,0,-8,71,298.7012987,72
11,22,6,3.8,5,17,75,0,-7,71,65.50239234,16.5
11,22,7,3.9,8,18,71,0.153,-7,71,98.07552448,26.4
11,22,8,3.4,10,20,70,0.183,-5,71,139.2058824,39
11,22,9,3.5,2,23,64,0.213,-2,71,26.87428571,9.6
11,22,10,3.8,11,23,68,0.243,0,71,129.4815789,59.4
11,22,11,3.4,26,20,68,0.273,1,71,313.0636364,148.2
11,22,12,4.3,14,22,77,0.303,3,71,131.9581395,88.2
11,22,13,4.1,2,21,60,0.273,5,71,18.91485588,13.8
11,22,14,3.3,1,23,71,0.243,8,71,11.53801653,7.8
11,22,15,3.7,28,23,60,0.213,8,71,295.0869779,218.4
11,22,16,3.3,16,22,75,0.183,7,71,190.338292,120
11,22,17,4.1,8,24,66,0.153,6,71,82.47095344,57.6
11,22,18,3.8,25,21,68,0,4,71,289.5933014,165
11,22,19,4.2,15,21,68,0,2,71,163.0519481,90
11,22,20,3.8,8,17,70,0,-1,71,94.23923445,40.8
11,22,21,3.6,17,19,69,0,-4,71,230.8737374,71.4
11,22,22,3.8,27,19,65,0,-7,71,365.8564593,89.1
11,22,23,3.3,18,17,71,0,-8,71,275.2066116,54
11,22,24,3.8,29,17,72,0,-9,71,391.569378,78.3
11,23,1,3.4,18,16,66,0,-10,71,272.4064171,43.2
11,23,2,3.5,11,19,61,0,-9,71,167.4285714,29.7
11,23,3,4.0,30,16,76,0,-9,71,379.7727273,81
11,23,4,3.4,14,16,77,0,-8,71,205.2834225,42
11,23,5,3.3,26,18,68,0,-8,71,404.8264463,78
11,23,6,3.7,13,19,67,0,-7,71,180.6584767,42.9
11,23,7,4.1,18,16,68,0.153,-7,71,203.2004435,59.4
11,23,8,3.3,10,22,66,0.183,-5,71,148.8236915,39
11,23,9,4.1,14,22,73,0.213,-2,71,157.1756098,67.2
11,23,10,3.6,6,21,73,0.243,0,71,71.76212121,32.4
11,23,11,4.0,1,21,75,0.273,1,71,10.44840909,5.7
11,23,12,4.1,5,20,78,0.303,3,71,47.47560976,31.5
11,23,13,4.3,16,21,73,0.273,5,71,143.0630021,110.4
11,23,14,3.9,14,23,73,0.243,8,71,136.9421911,109.2
11,23,15,4.1,10,22,60,0.213,8,71,93.11086475,78
11,23,16,4.0,22,23,65,0.183,7,71,220.815,165
11,23,17,3.9,6,24,79,0.153,6,71,65.19300699,43.2
11,23,18,3.3,26,20,66,0,4,71,340.9366391,171.6
11,23,19,3.3,5,21,67,0,2,71,69.22865014,30
11,23,20,4.2,19,18,72,0,-1,71,206.2034632,96.9
11,23,21,3.7,30,17,70,0,-4,71,382.8501229,126
11,23,22,4.1,22,19,72,0,-7,71,275.3170732,72.6
11,23,23,3.4,8,17,68,0,-8,71,118.973262,24
11,23,24,4.1,15,16,68,0,-9,71,184.9889135,40.5
11,24,1,3.4,26,17,68,0,-10,71,399.1764706,62.4
11,24,2,4.3,25,18,78,0,-9,71,304.3340381,67.5
11,24,3,3.3,10,17,64,0,-9,71,156.1432507,27
11,24,4,3.5,21,19,64,0,-8,71,314.0727273,63
11,24,5,3.5,17,17,68,0,-8,71,245.5948052,51
11,24,6,3.3,4,16,65,0,-7,71,59.43801653,13.2
11,24,7,4.1,14,18,80,0.153,-7,71,164.3773836,46.2
11,24,8,3.8,30,22,72,0.183,-5,71,386.576555,117
11,24,9,4.0,24,23,77,0.213,-2,71,281.9618182,115.2
11,24,10,4.1,30,22,72,0.243,0,71,320.7738359,162
11,24,11,4.0,29,20,72,0.273,1,71,296.2811364,165.3
11,24,12,3.4,25,24,65,0.303,3,71,310.0467914,157.5
11,24,13,4.0,19,22,76,0.273,5,71,187.0334091,131.1
11,24,14,4.1,3,23,78,0.243,8,71,28.04634146,23.4
11,24,15,3.5,18,20,70,0.213,8,71,186.0451948,140.4
11,24,16,4.3,14,24,71,0.183,7,71,132.6684989,105
11,24,17,3.9,29,24,78,0.153,6,71,314.8291375,208.8
11,24,18,3.6,5,22,80,0,4,71,62.57575758,33
11,24,19,4.2,19,23,63,0,2,71,214.7575758,114
11,24,20,3.4,21,16,71,0,-1,71,271.2032086,107.1
11,24,21,3.4,9,17,63,0,-4,71,125.6631016,37.8
11,24,22,3.4,24,18,68,0,-7,71,356.9197861,79.2
11,24,23,4.0,13,17,77,0,-8,71,164.6863636,39
11,24,24,4.0,10,16,63,0,-9,71,126.8636364,27
11,25,1,4.1,12,19,75,0,-10,71,157.6762749,28.8
11,25,2,3.9,10,16,76,0,-9,71,129.8368298,27
11,25,3,3.8,30,17,61,0,-9,71,407.6555024,81
11,25,4,3.5,1,19,71,0,-8,71,14.88311688,3
11,25,5,3.6,20,19,75,0,-8,71,290.2020202,60
11,25,6,4.0,20,19,70,0,-7,71,256.5454545,66
11,25,7,4.2,28,19,61,0.153,-7,71,326.6242424,92.4
11,25,8,4.2,14,22,71,0.183,-5,71,163.1,54.6
11,25,9,4.2,12,20,73,0.213,-2,71,126.838961,57.6
11,25,10,4.2,19,24,74,0.243,0,71,206.0512987,102.6
11,25,11,3.8,14,21,65,0.273,1,71,154.2444976,79.8
11,25,12,4.1,7,24,67,0.303,3,71,71.86718404,44.1
11,25,13,3.6,27,24,65,0.273,5,71,307.8613636,186.3
11,25,14,3.5,2,23,64,0.243,8,71,21.90285714,15.6
11,25,15,4.3,11,21,65,0.213,8,71,95.1,85.8
11,25,16,3.9,25,22,62,0.183,7,71,252.8146853,187.5
11,25,17,4.1,4,24,78,0.153,6,71,41.30643016,28.8
11,25,18,4.0,9,20,76,0,4,71,97.36363636,59.4
11,25,19,3.6,7,24,64,0,2,71,93.82828283,42
11,25,20,4.1,6,17,61,0,-1,71,65.98669623,30.6
11,25,21,4.0,25,19,60,0,-4,71,307.6136364,105
11,25,22,3.7,25,16,73,0,-7,71,330.3439803,82.5
11,25,23,4.3,20,17,60,0,-8,71,236.5327696,60
11,25,24,4.2,21,19,71,0,-9,71,264.5454545,56.7
11,26,1,4.3,25,19,75,0,-10,71,313.2135307,60
11,26,2,4.0,15,16,80,0,-9,71,190.4318182,40.5
11,26,3,3.8,10,16,63,0,-9,71,133.5406699,27
11,26,4,3.5,2,18,61,0,-8,71,29.50649351,6
11,26,5,3.4,17,19,67,0,-8,71,261.1818182,51
11,26,6,4.1,29,19,71,0,-7,71,362.6607539,95.7
11,26,7,3.6,6,17,75,0.153,-7,71,78.56515152,19.8
11,26,8,3.5,2,21,67,0.183,-5,71,27.57558442,7.8
11,26,9,3.9,26,20,80,0.213,-2,71,297.6545455,124.8
11,26,10,4.3,29,20,74,0.243,0,71,285.1135307,156.6
11,26,11,4.1,12,24,65,0.273,1,71,129.7197339,68.4
11,26,12,4.2,1,22,69,0.303,3,71,9.615367965,6.3
11,26,13,4.0,18,21,61,0.273,5,71,174.3259091,124.2
11,26,14,3.5,6,22,72,0.243,8,71,63.93194805,46.8
11,26,15,4.0,22,23,77,0.213,8,71,213.465,171.6
11,26,16,3.3,11,22,63,0.183,7,71,131.3424242,82.5
11,26,17,3.9,5,24,74,0.153,6,71,54.09440559,36
11,26,18,4.0,4,24,73,0,4,71,46.43636364,26.4
11,26,19,3.8,5,20,67,0,2,71,59.0430622,30
11,26,20,4.3,5,18,79,0,-1,71,53.29809725,25.5
11,26,21,3.3,21,16,74,0,-4,71,295.7355372,88.2
11,26,22,4.3,6,16,69,0,-7,71,68.21987315,19.8
11,26,23,3.3,7,18,79,0,-8,71,109.3774105,21
11,26,24,3.3,20,16,66,0,-9,71,306.8870523,54
11,27,1,4.3,7,16,62,0,-10,71,84,16.8
11,27,2,3.8,30,18,77,0,-9,71,412.9665072,81
11,27,3,3.3,27,17,75,0,-9,71,420.6942149,72.9
11,27,4,3.5,17,19,69,0,-8,71,253.3662338,51
11,27,5,3.9,25,17,77,0,-8,71,324.8251748,75
11,27,6,3.7,1,17,67,0,-7,71,13.45454545,3.3
11,27,7,3.4,11,17,74,0.153,-7,71,152.3911765,36.3
11,27,8,3.5,21,23,62,0.183,-5,71,300.4527273,81.9
11,27,9,3.6,8,23,78,0.213,-2,71,104.5111111,38.4
11,27,10,4.1,6,24,72,0.243,0,71,66.54944568,32.4
11,27,11,4.2,12,22,60,0.273,1,71,122.4753247,68.4
11,27,12,3.6,22,22,71,0.303,3,71,246.35,138.6
11,27,13,3.6,3,23,70,0.273,5,71,33.37348485,20.7
11,27,14,3.3,1,21,67,0.243,8,71,11.0862259,7.8
11,27,15,4.2,29,22,69,0.213,8,71,261.332684,226.2
11,27,16,4.2,13,24,80,0.183,7,71,127.1383117,97.5
11,27,17,3.6,15,22,62,0.153,6,71,169.8977273,108
11,27,18,3.7,7,24,63,0,4,71,88.26535627,46.2
11,27,19,3.5,9,21,60,0,2,71,118.1454545,54
11,27,20,3.7,17,18,76,0,-1,71,210.0982801,86.7
11,27,21,3.4,28,19,73,0,-4,71,402.631016,117.6
11,27,22,4.1,19,16,65,0,-7,71,227.2416851,62.7
11,27,23,3.7,23,17,65,0,-8,71,314.992629,69
11,27,24,3.3,7,17,69,0,-9,71,108.9146006,18.9
11,28,1,3.9,1,18,64,0,-10,71,13.63170163,2.4
11,28,2,4.2,7,18,66,0,-9,71,87.12121212,18.9
11,28,3,3.8,10,19,73,0,-9,71,139.4258373,27
11,28,4,4.2,1,17,77,0,-8,71,12.06493506,3
11,28,5,3.5,1,17,60,0,-8,71,14.52987013,3
11,28,6,3.8,24,18,69,0,-7,71,319.1196172,79.2
11,28,7,3.9,7,19,71,0.153,-7,71,87.28461538,23.1
11,28,8,3.4,21,22,60,0.183,-5,71,304.6852941,81.9
11,28,9,4.0,9,23,75,0.213,-2,71,105.5720455,43.2
11,28,10,3.6,17,24,79,0.243,0,71,215.9472222,91.8
11,28,11,3.6,8,24,77,0.273,1,71,98.49090909,45.6
11,28,12,4.1,2,23,66,0.303,3,71,20.15210643,12.6
11,28,13,3.6,10,22,69,0.273,5,71,109.0732323,69
11,28,14,3.4,13,20,60,0.243,8,71,137.7270053,101.4
11,28,15,4.1,10,22,72,0.213,8,71,92.22394678,78
11,28,16,4.2,23,24,80,0.183,7,71,224.937013,172.5
11,28,17,4.0,15,24,69,0.153,6,71,158.0897727,108
11,28,18,3.3,18,22,74,0,4,71,244.5619835,118.8
11,28,19,3.5,1,22,65,0,2,71,13.30909091,6
11,28,20,3.4,20,16,66,0,-1,71,259.3582888,102
11,28,21,4.0,6,16,80,0,-4,71,70.03636364,25.2
11,28,22,4.2,25,16,68,0,-7,71,291.2337662,82.5
11,28,23,4.0,11,19,60,0,-8,71,144.35,33
11,28,24,3.9,13,19,69,0,-9,71,176.6060606,35.1
11,29,1,4.3,21,17,80,0,-10,71,255.9957717,50.4
11,29,2,4.3,10,18,69,0,-9,71,121.3107822,27
11,29,3,4.1,30,19,67,0,-9,71,388.2039911,81
11,29,4,4.1,13,16,62,0,-8,71,158.421286,39
11,29,5,3.5,5,18,62,0,-8,71,73.71428571,15
11,29,6,4.2,27,18,67,0,-7,71,325.2857143,89.1
11,29,7,4.2,12,19,67,0.153,-7,71,139.3584416,39.6
11,29,8,4.3,16,20,79,0.183,-5,71,177.0587738,62.4
11,29,9,3.5,14,23,71,0.213,-2,71,187.1018182,67.2
11,29,10,4.0,15,23,60,0.243,0,71,168.8284091,81
11,29,11,3.5,12,20,61,0.273,1,71,141.2353247,68.4
11,29,12,4.2,17,21,69,0.303,3,71,160.1495671,107.1
11,29,13,4.3,19,23,63,0.273,5,71,178.0818182,131.1
11,29,14,3.3,16,24,65,0.243,8,71,189.6330579,124.8
11,29,15,3.5,14,20,71,0.213,8,71,144.5563636,109.2
11,29,16,3.3,25,21,72,0.183,7,71,290.3787879,187.5
11,29,17,3.6,30,23,61,0.153,6,71,346.9166667,216
11,29,18,3.6,12,21,62,0,4,71,147.4545455,79.2
11,29,19,3.9,2,22,65,0,2,71,23.88811189,12
11,29,20,4.2,26,17,76,0,-1,71,278.008658,132.6
11,29,21,3.9,2,17,78,0,-4,71,24.32634033,8.4
11,29,22,4.3,8,18,78,0,-7,71,94.34249471,26.4
11,29,23,3.9,25,18,72,0,-8,71,328.9044289,75
11,29,24,3.5,17,18,77,0,-9,71,254.0727273,45.9
11,30,1,4.0,15,17,78,0,-10,71,196.2954545,36
11,30,2,3.5,26,16,63,0,-9,71,376.9662338,70.2
11,30,3,4.1,18,18,69,0,-9,71,229.0110865,48.6
11,30,4,3.4,9,16,61,0,-8,71,132.3529412,27
11,30,5,4.3,14,19,73,0,-8,71,169.8350951,42
11,30,6,3.5,28,16,69,0,-7,71,391.1272727,92.4
11,30,7,3.6,6,19,62,0.153,-7,71,81.59545455,19.8
11,30,8,3.9,5,20,76,0.183,-5,71,60.86596737,19.5
11,30,9,4.1,13,24,77,0.213,-2,71,151.5984479,62.4
11,30,10,4.2,10,23,63,0.243,0,71,106.9329004,54
11,30,11,4.3,16,24,70,0.273,1,71,164.2384778,91.2
11,30,12,3.4,17,22,71,0.303,3,71,201.5590909,107.1
11,30,13,4.3,11,22,73,0.273,5,71,100.4488372,75.9
11,30,14,3.4,27,23,78,0.243,8,71,304.3852941,210.6
11,30,15,3.8,7,20,71,0.213,8,71,66.57200957,54.6
11,30,16,4.0,4,20,65,0.183,7,71,37.69363636,30
11,30,17,3.9,24,21,61,0.153,6,71,246.1146853,172.8
11,30,18,3.7,9,24,60,0,4,71,113.7493857,59.4
11,30,19,3.5,16,24,75,0,2,71,220.0935065,96
11,30,20,4.3,29,18,61,0,-1,71,309.6194503,147.9
11,30,21,3.8,22,16,77,0,-4,71,269.6842105,92.4
11,30,22,4.3,12,17,80,0,-7,71,139.4334038,39.6
11,30,23,3.8,4,18,72,0,-8,71,54.00956938,12
11,30,24,3.6,20,16,60,0,-9,71,282.5252525,54
12,1,1,3.3,7,19,63,0,-12,77,107.05,8.4
12,1,2,3.3,25,16,78,0,-11,77,353.79,35
12,1,3,3.4,27,19,68,0,-11,77,392.82,37.8
12,1,4,3.9,7,16,62,0,-11,77,84.66,9.8
12,1,5,3.5,12,16,64,0,-9,77,155.77,21.6
12,1,6,4.3,2,16,64,0,-8,77,20.74,4
12,1,7,3.5,17,19,73,0.15,-6,77,207.08,40.8
12,1,8,3.8,6,24,80,0.18,-4,77,70.42,16.8
12,1,9,3.4,15,22,60,0.21,-3,77,185.59,45
12,1,10,4.2,30,20,80,0.24,-1,77,269.76,102
12,1,11,3.3,12,21,65,0.27,2,77,130.55,48
12,1,12,4.0,16,23,67,0.3,4,77,141.33,70.4
12,1,13,4.0,12,23,75,0.27,6,77,101.70,57.6
12,1,14,3.5,2,20,78,0.24,7,77,17.73,10
12,1,15,3.7,23,24,78,0.21,8,77,211.56,119.6
12,1,16,4.3,14,20,64,0.18,7,77,105.60,70
12,1,17,3.8,3,23,63,0.15,6,77,28.66,14.4
12,1,18,4.1,20,23,76,0,4,77,195.28,88
12,1,19,3.5,22,20,76,0,2,77,246.40,88
12,1,20,4.1,16,17,61,0,0,77,151.67,57.6
12,1,21,4.0,26,16,80,0,-2,77,255.23,83.2
12,1,22,3.9,10,18,61,0,-4,77,110.34,28
12,1,23,3.4,28,16,69,0,-8,77,365.92,56
12,1,24,3.6,19,17,66,0,-10,77,248.23,30.4
12,2,1,3.7,20,17,68,0,-12,77,262.88,24
12,2,2,4.2,11,18,67,0,-11,77,127.46,15.4
12,2,3,3.6,13,17,75,0,-11,77,171.77,18.2
12,2,4,3.6,14,18,73,0,-11,77,188.48,19.6
12,2,5,3.4,24,18,80,0,-9,77,330.12,43.2
12,2,6,4.2,19,16,69,0,-8,77,201.01,38
12,2,7,4.3,5,19,61,0.15,-6,77,50.04,12
12,2,8,4.0,22,20,66,0.18,-4,77,228.43,61.6
12,2,9,4.0,29,24,79,0.21,-3,77,313.44,87
12,2,10,4.3,20,21,69,0.24,-1,77,180.31,68
12,2,11,3.9,27,20,74,0.27,2,77,240.69,108
12,2,12,3.3,1,23,63,0.3,4,77,10.75,4.4
12,2,13,3.7,10,20,71,0.27,6,77,85.23,48
12,2,14,4.1,14,22,80,0.24,7,77,111.89,70
12,2,15,3.4,24,20,74,0.21,8,77,217.18,124.8
12,2,16,4.2,29,24,71,0.18,7,77,245.35,145
12,2,17,3.5,11,20,76,0.15,6,77,104.87,52.8
12,2,18,3.7,26,20,68,0,4,77,265.62,114.4
12,2,19,4.3,27,23,79,0,2,77,262.05,108
12,2,20,4.0,13,16,78,0,0,77,121.98,46.8
12,2,21,3.8,13,16,65,0,-2,77,135.36,41.6
12,2,22,3.7,5,16,67,0,-4,77,55.63,14
12,2,23,3.3,15,17,68,0,-8,77,205.91,30
12,2,24,3.3,14,17,61,0,-10,77,200.24,22.4
12,3,1,4.2,17,16,61,0,-12,77,194.42,20.4
12,3,2,3.6,3,16,61,0,-11,77,39.33,4.2
12,3,3,3.7,5,17,71,0,-11,77,64.46,7
12,3,4,3.7,2,16,61,0,-11,77,25.51,2.8
12,3,5,4.1,6,16,79,0,-9,77,65.95,10.8
12,3,6,3.7,15,18,64,0,-8,77,187.57,30
12,3,7,3.4,30,19,78,0.15,-6,77,375.29,72
12,3,8,4.2,6,21,62,0.18,-4,77,60.71,16.8
12,3,9,3.5,28,24,76,0.21,-3,77,345.60,84
12,3,10,4.1,1,24,60,0.24,-1,77,10.14,3.4
12,3,11,4.2,11,22,63,0.27,2,77,96.38,44
12,3,12,3.9,8,21,77,0.3,4,77,68.38,35.2
12,3,13,3.4,29,21,78,0.27,6,77,274.65,139.2
12,3,14,3.5,30,21,62,0.24,7,77,277.14,150
12,3,15,3.5,4,22,64,0.21,8,77,37.45,20.8
12,3,16,3.9,30,23,68,0.18,7,77,267.69,150
12,3,17,4.1,29,24,60,0.15,6,77,263.36,139.2
12,3,18,3.5,13,22,65,0,4,77,146.96,57.2
12,3,19,4.1,9,20,66,0,2,77,86.78,36
12,3,20,3.4,5,16,72,0,0,77,55.39,18
12,3,21,3.6,26,17,78,0,-2,77,289.13,83.2
12,3,22,3.6,3,16,66,0,-4,77,34.33,8.4
12,3,23,4.3,28,16,62,0,-8,77,290.85,56
12,3,24,3.3,4,16,63,0,-10,77,56.12,6.4
12,4,1,3.5,22,17,72,0,-12,77,304.86,26.4
12,4,2,3.4,9,19,74,0,-11,77,130.41,12.6
12,4,3,3.9,18,16,80,0,-11,77,215.85,25.2
12,4,4,3.3,19,19,79,0,-11,77,283.46,26.6
12,4,5,4.0,16,17,72,0,-9,77,184.00,28.8
12,4,6,3.3,10,17,78,0,-8,77,136.46,20
12,4,7,4.3,7,16,64,0.15,-6,77,65.82,16.8
12,4,8,3.4,27,22,80,0.18,-4,77,340.94,75.6
12,4,9,4.1,4,22,72,0.21,-3,77,40.65,12
12,4,10,4.3,29,22,70,0.24,-1,77,266.84,98.6
12,4,11,4.2,18,21,67,0.27,2,77,153.57,72
12,4,12,3.6,23,21,71,0.3,4,77,214.24,101.2
12,4,13,4.1,6,22,75,0.27,6,77,48.39,28.8
12,4,14,3.5,5,21,73,0.24,7,77,45.67,25
12,4,15,3.6,2,23,71,0.21,8,77,18.54,10.4
12,4,16,3.6,12,23,61,0.18,7,77,116.78,60
12,4,17,3.6,22,22,72,0.15,6,77,214.91,105.6
12,4,18,3.7,20,20,69,0,4,77,204.14,88
12,4,19,3.5,9,21,74,0,2,77,103.11,36
12,4,20,4.0,23,17,71,0,0,77,221.57,82.8
12,4,21,3.5,12,16,73,0,-2,77,134.74,38.4
12,4,22,3.6,27,17,77,0,-4,77,312.50,75.6
12,4,23,3.8,12,16,61,0,-8,77,141.16,24
12,4,24,4.3,4,16,64,0,-10,77,43.04,6.4
12,5,1,3.6,29,18,66,0,-12,77,399.02,34.8
12,5,2,4.1,15,19,73,0,-11,77,180.37,21
12,5,3,3.3,13,18,66,0,-11,77,191.85,18.2
12,5,4,3.6,22,19,71,0,-11,77,301.69,30.8
12,5,5,3.9,17,17,60,0,-9,77,202.26,30.6
12,5,6,4.3,9,18,61,0,-8,77,97.05,18
12,5,7,3.7,15,18,64,0.15,-6,77,170.68,36
12,5,8,4.2,8,23,76,0.18,-4,77,83.24,22.4
12,5,9,3.6,24,22,70,0.21,-3,77,278.22,72
12,5,10,3.3,26,21,71,0.24,-1,77,304.91,88.4
12,5,11,3.9,22,21,71,0.27,2,77,201.38,88
12,5,12,3.5,29,21,63,0.3,4,77,280.06,127.6
12,5,13,3.5,20,22,60,0.27,6,77,191.81,96
12,5,14,4.1,5,21,64,0.24,7,77,39.35,25
12,5,15,3.9,25,23,61,0.21,8,77,216.03,130
12,5,16,4.3,11,22,60,0.18,7,77,87.57,55
12,5,17,3.3,9,23,71,0.15,6,77,98.27,43.2
12,5,18,4.2,1,20,77,0,4,77,8.93,4.4
12,5,19,3.7,10,23,62,0,2,77,113.96,40
12,5,20,4.1,7,19,72,0,0,77,68.58,25.2
12,5,21,3.5,16,18,76,0,-2,77,186.82,51.2
12,5,22,4.0,21,19,70,0,-4,77,228.73,58.8
12,5,23,4.1,27,18,69,0,-8,77,303.59,54
12,5,24,3.3,17,19,71,0,-10,77,250.02,27.2
12,6,1,4.0,4,16,76,0,-12,77,47.53,4.8
12,6,2,3.6,22,19,77,0,-11,77,300.46,30.8
12,6,3,4.1,28,17,64,0,-11,77,327.35,39.2
12,6,4,3.6,17,17,75,0,-11,77,224.62,23.8
12,6,5,4.2,5,19,67,0,-9,77,56.94,9
12,6,6,3.3,2,19,72,0,-8,77,28.38,4
12,6,7,3.6,20,19,75,0.15,-6,77,236.48,48
12,6,8,3.8,2,24,71,0.18,-4,77,23.53,5.6
12,6,9,3.9,15,23,76,0.21,-3,77,162.95,45
12,6,10,4.0,22,21,68,0.24,-1,77,213.40,74.8
12,6,11,3.3,12,20,79,0.27,2,77,126.30,48
12,6,12,3.7,9,21,60,0.3,4,77,82.46,39.6
12,6,13,4.3,30,23,72,0.27,6,77,237.21,144
12,6,14,3.6,17,23,72,0.24,7,77,158.98,85
12,6,15,3.3,12,23,74,0.21,8,77,120.97,62.4
12,6,16,4.3,14,21,68,0.18,7,77,107.88,70
12,6,17,3.9,15,20,60,0.15,6,77,130.38,72
12,6,18,4.3,10,21,70,0,4,77,89.69,44
12,6,19,4.0,29,20,72,0,2,77,285.17,116
12,6,20,3.6,30,18,63,0,0,77,330.28,108
12,6,21,3.8,16,19,75,0,-2,77,175.72,51.2
12,6,22,3.4,18,17,80,0,-4,77,221.12,50.4
