month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating (Malfunctioning Sensor),Cooling load [kwh],
11,21,14,3.8,10,20,68,0.243,8,71,94.02631579,78,
11,21,15,3.4,11,21,61,0.213,8,71,120.7441176,85.8,
11,21,16,3.7,5,24,70,0.183,7,71,55.11425061,37.5,
11,21,17,3.5,1,23,76,0.153,6,71,11.84233766,7.2,
11,21,18,3.7,17,23,67,0,4,71,209.9312039,112.2,
11,21,19,4.0,21,23,71,0,2,71,247.7045455,126,
11,21,20,3.3,20,18,61,0,-1,71,278.2369146,102,
11,21,21,3.9,15,16,65,0,-4,71,179.1608392,63,
11,21,22,4.2,7,18,64,0,-7,71,84.51515152,23.1,
11,21,23,4.0,2,16,64,0,-8,71,24.94545455,6,
11,21,24,3.6,9,18,60,0,-9,71,131.2272727,24.3,
11,22,1,4.3,9,17,75,0,-10,71,109.3319239,21.6,
11,22,2,3.3,6,16,65,0,-9,71,92.1322314,16.2,
11,22,3,3.3,25,17,69,0,-9,71,388.9807163,67.5,
11,22,4,3.5,2,16,80,0,-8,71,28.55064935,6,
11,22,5,4.0,25,16,60,0,-8,71,312.7272727,75,
11,22,6,4.1,16,17,74,0,-7,71,194.1286031,52.8,
11,22,7,4.3,25,18,63,0.153,-7,71,279.667019,82.5,
11,22,8,3.4,19,22,77,0.183,-5,71,274.6516043,74.1,
11,22,9,3.4,17,23,74,0.213,-2,71,234.4227273,81.6,
11,22,10,4.2,27,20,66,0.243,0,71,272.2383117,145.8,
11,22,11,4.2,22,24,64,0.273,1,71,232.347619,125.4,
11,22,12,3.9,17,24,60,0.303,3,71,184.5946387,107.1,
11,22,13,4.1,28,21,60,0.273,5,71,264.8079823,193.2,
11,22,14,3.9,1,22,70,0.243,8,71,9.562470862,7.8,
11,22,15,3.9,21,20,73,0.213,8,71,194.9867133,163.8,
11,22,16,3.9,10,24,63,0.183,7,71,105.2284382,75,
11,22,17,3.5,26,23,80,0.153,6,71,308.9812987,187.2,
11,22,18,3.9,29,21,74,0,4,71,327.3146853,191.4,
11,22,19,3.7,6,23,75,0,2,71,76.74692875,36,
11,22,20,4.0,23,18,78,0,-1,71,263.35,117.3,
11,22,21,4.1,5,18,74,0,-4,71,58.66962306,21,
11,22,22,4.0,3,19,77,0,-7,71,38.61818182,9.9,
11,22,23,3.6,29,19,65,0,-8,71,421.3787879,87,
11,22,24,3.8,26,18,80,0,-9,71,358.6507177,70.2,
11,23,1,3.8,23,19,79,0,-10,71,326.9521531,55.2,
11,23,2,4.2,19,18,72,0,-9,71,235.8138528,51.3,
11,23,3,4.3,23,19,65,0,-9,71,284.1691332,62.1,
11,23,4,3.4,14,18,61,0,-8,71,212.6203209,42,
11,23,5,4.3,30,17,66,0,-8,71,353.2769556,90,
11,23,6,3.3,29,16,66,0,-7,71,430.6060606,95.7,
11,23,7,4.0,14,16,72,0.153,-7,71,161.7413636,46.2,
11,23,8,4.3,4,24,60,0.183,-5,71,47.41057082,15.6,
11,23,9,4.0,10,23,75,0.213,-2,71,117.3022727,48,
11,23,10,3.9,1,22,78,0.243,0,71,11.2967366,5.4,
11,23,11,4.2,29,24,72,0.273,1,71,304.7699134,165.3,
11,23,12,3.3,7,20,69,0.303,3,71,82.19311295,44.1,
11,23,13,3.4,18,21,77,0.273,5,71,204.3192513,124.2,
11,23,14,4.3,14,23,61,0.243,8,71,125.1505285,109.2,
11,23,15,4.2,18,21,65,0.213,8,71,159.3233766,140.4,
11,23,16,3.3,8,23,73,0.183,7,71,96.97630854,60,
11,23,17,4.3,22,22,67,0.153,6,71,207.6883721,158.4,
11,23,18,4.3,20,24,70,0,4,71,215.8139535,132,
11,23,19,3.4,25,23,63,0,2,71,349.0641711,150,
11,23,20,3.7,28,19,73,0,-1,71,351.4103194,142.8,
11,23,21,3.3,27,17,63,0,-4,71,388.4132231,113.4,
11,23,22,3.4,23,17,71,0,-7,71,335.7754011,75.9,
11,23,23,3.8,2,16,60,0,-8,71,26.33492823,6,
11,23,24,3.7,5,16,68,0,-9,71,68.32923833,13.5,
11,24,1,4.2,25,18,78,0,-10,71,316.4502165,60,
11,24,2,3.6,25,19,70,0,-9,71,367.6767677,67.5,
11,24,3,4.1,26,18,75,0,-9,71,331.2549889,70.2,
11,24,4,3.6,9,19,60,0,-8,71,131.2272727,27,
11,24,5,3.6,15,19,73,0,-8,71,217.3484848,45,
11,24,6,3.8,29,16,65,0,-7,71,374.2248804,95.7,
11,24,7,3.5,22,19,79,0.153,-7,71,307.5028571,72.6,
11,24,8,3.3,13,20,64,0.183,-5,71,187.3110193,50.7,
11,24,9,4.3,11,21,78,0.213,-2,71,116.1232558,52.8,
11,24,10,4.0,30,22,64,0.243,0,71,330.4295455,162,
11,24,11,3.9,18,20,62,0.273,1,71,189.9566434,102.6,
11,24,12,3.9,14,22,72,0.303,3,71,144.839627,88.2,
11,24,13,3.7,3,20,63,0.273,5,71,30.68771499,20.7,
11,24,14,3.3,29,21,73,0.243,8,71,320.8614325,226.2,
11,24,15,3.6,22,21,66,0.213,8,71,226.9611111,171.6,
11,24,16,4.0,1,23,71,0.183,7,71,9.9825,7.5,
11,24,17,4.2,16,24,67,0.153,6,71,160.8761905,115.2,
11,24,18,3.7,27,24,65,0,4,71,339.9213759,178.2,
11,24,19,4.1,29,24,76,0,2,71,340.7982262,174,
11,24,20,3.7,11,18,63,0,-1,71,136.2702703,56.1,
11,24,21,3.9,22,16,67,0,-4,71,262.3589744,92.4,
11,24,22,4.0,17,18,80,0,-7,71,215.8227273,56.1,
11,24,23,4.2,9,16,64,0,-8,71,106.9090909,27,
11,24,24,4.0,28,18,65,0,-9,71,366.1636364,75.6,
11,25,1,3.7,17,18,75,0,-10,71,243.7641278,40.8,
11,25,2,3.9,7,16,61,0,-9,71,91.21212121,18.9,
11,25,3,3.8,17,18,74,0,-9,71,233.5263158,45.9,
11,25,4,3.4,2,19,63,0,-8,71,30.81283422,6,
11,25,5,3.7,29,16,67,0,-8,71,390.1818182,87,
11,25,6,4.1,7,19,77,0,-7,71,87.9113082,23.1,
11,25,7,3.3,29,17,60,0.153,-7,71,416.4895317,95.7,
11,25,8,3.4,22,20,60,0.183,-5,71,308.6058824,85.8,
11,25,9,3.6,21,24,71,0.213,-2,71,277.6295455,100.8,
11,25,10,4.3,25,22,61,0.243,0,71,256.7811839,135,
11,25,11,3.6,2,20,66,0.273,1,71,22.78434343,11.4,
11,25,12,3.3,10,22,63,0.303,3,71,123.0385675,63,
11,25,13,3.8,9,20,80,0.273,5,71,89.72655502,62.1,
11,25,14,4.2,21,21,80,0.243,8,71,183.8318182,163.8,
11,25,15,4.3,25,21,79,0.213,8,71,216.5591966,195,
11,25,16,4.0,19,24,77,0.183,7,71,194.5902273,142.5,
11,25,17,3.8,6,22,74,0.153,6,71,64.03779904,43.2,
11,25,18,4.0,4,21,68,0,4,71,44.01818182,26.4,
11,25,19,3.5,9,21,76,0,2,71,117.5844156,54,
11,25,20,3.7,18,18,70,0,-1,71,221.7493857,91.8,
11,25,21,4.0,9,19,63,0,-4,71,110.4954545,37.8,
11,25,22,3.9,17,18,78,0,-7,71,221.039627,56.1,
11,25,23,3.3,10,17,77,0,-8,71,153.553719,30,
11,25,24,3.6,1,17,68,0,-9,71,14.27272727,2.7,
11,26,1,3.5,28,17,75,0,-10,71,417.8909091,67.2,
11,26,2,4.1,25,18,66,0,-9,71,318.7361419,67.5,
11,26,3,3.3,10,19,80,0,-9,71,161.322314,27,
11,26,4,4.2,1,17,71,0,-8,71,12.01298701,3,
11,26,5,3.3,22,16,64,0,-8,71,332.6060606,66,
11,26,6,3.4,30,17,65,0,-7,71,439.8930481,99,
11,26,7,3.3,12,17,63,0.153,-7,71,171.9438017,39.6,
11,26,8,3.9,7,23,65,0.183,-5,71,89.68321678,27.3,
11,26,9,4.1,12,20,68,0.213,-2,71,130.0390244,57.6,
11,26,10,3.5,20,24,76,0.243,0,71,260.6909091,108,
11,26,11,4.0,22,21,71,0.273,1,71,229.065,125.4,
11,26,12,3.4,27,20,71,0.303,3,71,307.1286096,170.1,
11,26,13,3.7,20,20,64,0.273,5,71,204.3882064,138,
11,26,14,3.8,8,24,70,0.243,8,71,81.95789474,62.4,
11,26,15,3.8,4,24,67,0.213,8,71,41.63923445,31.2,
11,26,16,3.5,5,23,67,0.183,7,71,57.25064935,37.5,
11,26,17,3.9,27,22,63,0.153,6,71,282.0398601,194.4,
11,26,18,4.3,23,21,72,0,4,71,235.0570825,151.8,
11,26,19,4.3,22,21,61,0,2,71,234.8837209,132,
11,26,20,3.7,7,19,70,0,-1,71,87.78378378,35.7,
11,26,21,3.3,13,18,65,0,-4,71,189.9504132,54.6,
11,26,22,4.1,23,17,67,0,-7,71,279.2638581,75.9,
11,26,23,3.8,4,19,74,0,-8,71,54.94736842,12,
11,26,24,3.7,12,16,68,0,-9,71,163.990172,32.4,
11,27,1,3.4,24,16,79,0,-10,71,363.9786096,57.6,
11,27,2,3.3,26,19,63,0,-9,71,419.1515152,70.2,
11,27,3,3.9,21,18,65,0,-9,71,281.6643357,56.7,
11,27,4,3.4,5,16,66,0,-8,71,73.26203209,15,
11,27,5,3.5,6,19,69,0,-8,71,89.42337662,18,
11,27,6,4.1,28,18,72,0,-7,71,344.8159645,92.4,
11,27,7,4.2,18,19,67,0.153,-7,71,209.0376623,59.4,
11,27,8,4.1,8,23,78,0.183,-5,71,97.56629712,31.2,
11,27,9,3.5,17,23,76,0.213,-2,71,228.0781818,81.6,
11,27,10,3.3,5,23,65,0.243,0,71,67.93801653,27,
11,27,11,4.1,19,20,72,0.273,1,71,189.3807095,108.3,
11,27,12,4.2,4,23,69,0.303,3,71,39.24069264,25.2,
11,27,13,3.3,16,23,67,0.273,5,71,194.7019284,110.4,
11,27,14,4.1,15,23,73,0.243,8,71,139.5665188,117,
11,27,15,3.7,5,20,70,0.213,8,71,48.88574939,39,
11,27,16,4.3,25,20,79,0.183,7,71,219.5718816,187.5,
11,27,17,3.7,9,20,74,0.153,6,71,94.67248157,64.8,
11,27,18,4.1,9,20,70,0,4,71,94.66962306,59.4,
11,27,19,3.5,13,22,68,0,2,71,172.612987,78,
11,27,20,3.8,19,19,80,0,-1,71,233.4545455,96.9,
11,27,21,3.8,28,16,66,0,-4,71,342.9665072,117.6,
11,27,22,3.8,8,17,74,0,-7,71,104.7272727,26.4,
11,27,23,3.6,13,16,79,0,-8,71,180.2929293,39,
11,27,24,4.2,14,18,66,0,-9,71,174.2424242,37.8,
11,28,1,4.0,13,18,73,0,-10,71,172.1909091,31.2,
11,28,2,4.3,29,18,63,0,-9,71,353.2727273,78.3,
11,28,3,4.3,3,19,61,0,-9,71,37.16701903,8.1,
11,28,4,3.8,27,19,74,0,-8,71,370.8947368,81,
11,28,5,3.9,23,16,74,0,-8,71,293.3706294,69,
11,28,6,4.2,13,17,60,0,-7,71,154.8744589,42.9,
11,28,7,4.0,11,18,62,0.153,-7,71,132.3825,36.3,
11,28,8,3.4,3,21,70,0.183,-5,71,42.48368984,11.7,
11,28,9,4.2,18,22,63,0.213,-2,71,198.2064935,86.4,
11,28,10,3.8,18,20,74,0.243,0,71,200.2521531,97.2,
11,28,11,4.2,10,22,72,0.273,1,71,101.1969697,57,
11,28,12,4.0,27,22,80,0.303,3,71,274.3138636,170.1,
11,28,13,4.1,19,20,61,0.273,5,71,175.7310421,131.1,
11,28,14,3.9,6,23,79,0.243,8,71,59.02517483,46.8,
11,28,15,4.3,24,23,64,0.213,8,71,216.8270613,187.2,
11,28,16,4.0,24,23,62,0.183,7,71,241.5436364,180,
11,28,17,3.5,16,23,70,0.153,6,71,188.8124675,115.2,
11,28,18,3.9,22,20,72,0,4,71,243.2820513,145.2,
11,28,19,3.9,26,20,65,0,2,71,299.6363636,156,
11,28,20,4.3,4,18,62,0,-1,71,42.67230444,20.4,
11,28,21,4.2,24,18,79,0,-4,71,275.9480519,100.8,
11,28,22,3.4,8,17,79,0,-7,71,117.4759358,26.4,
11,28,23,3.9,8,17,80,0,-8,71,104.1678322,24,
11,28,24,3.4,21,18,80,0,-9,71,323.7593583,56.7,
11,29,1,3.5,14,16,72,0,-10,71,205.2363636,33.6,
11,29,2,3.3,1,18,75,0,-9,71,15.8292011,2.7,
11,29,3,3.3,22,16,80,0,-9,71,338.5454545,59.4,
11,29,4,3.7,1,19,70,0,-8,71,14.08845209,3,
11,29,5,3.3,12,18,62,0,-8,71,187.6363636,36,
11,29,6,3.3,28,16,75,0,-7,71,415.4490358,92.4,
11,29,7,3.9,13,18,79,0.153,-7,71,160.3424242,42.9,
11,29,8,4.3,7,22,66,0.183,-5,71,79.94947146,27.3,
11,29,9,4.2,8,21,78,0.213,-2,71,86.46406926,38.4,
11,29,10,3.3,19,22,77,0.243,0,71,253.453719,102.6,
11,29,11,4.0,6,22,73,0.273,1,71,63.80863636,34.2,
11,29,12,3.6,7,23,70,0.303,3,71,80.04570707,44.1,
11,29,13,3.6,16,23,65,0.273,5,71,178.8,110.4,
11,29,14,3.4,2,24,64,0.243,8,71,23.02834225,15.6,
11,29,15,4.0,27,22,70,0.213,8,71,255.2297727,210.6,
11,29,16,4.2,4,20,66,0.183,7,71,35.86406926,30,
11,29,17,3.8,25,21,68,0.153,6,71,261.4413876,180,
11,29,18,4.1,22,20,77,0,4,71,232.3902439,145.2,
11,29,19,3.3,18,20,77,0,2,71,245.1570248,108,
11,29,20,4.0,24,17,80,0,-1,71,270.3272727,122.4,
11,29,21,3.9,19,16,75,0,-4,71,226.5827506,79.8,
11,29,22,3.4,18,19,78,0,-7,71,272.7914439,59.4,
11,29,23,4.3,11,18,79,0,-8,71,131.9069767,33,
11,29,24,3.4,28,16,60,0,-9,71,418.802139,75.6,
11,30,1,3.6,5,18,70,0,-10,71,73.53535354,12,
11,30,2,4.2,1,18,73,0,-9,71,12.41991342,2.7,
11,30,3,3.3,26,17,62,0,-9,71,406.5454545,70.2,
11,30,4,3.4,19,19,61,0,-8,71,293.1283422,57,
11,30,5,3.4,30,18,65,0,-8,71,454.3315508,90,
11,30,6,3.3,25,19,73,0,-7,71,388.9807163,82.5,
11,30,7,3.6,8,18,79,0.153,-7,71,106.8949495,26.4,
11,30,8,4.1,3,20,73,0.183,-5,71,34.65831486,11.7,
11,30,9,3.8,21,20,71,0.213,-2,71,244.9313397,100.8,
11,30,10,3.3,20,22,63,0.243,0,71,267.2341598,108,
11,30,11,3.9,13,22,75,0.273,1,71,142.0393939,74.1,
11,30,12,4.0,12,22,69,0.303,3,71,121.1536364,75.6,
11,30,13,4.3,20,23,78,0.273,5,71,187.2854123,138,
11,30,14,3.9,17,23,73,0.243,8,71,166.2869464,132.6,
11,30,15,3.5,29,23,72,0.213,8,71,320.0771429,226.2,
11,30,16,3.4,7,21,80,0.183,7,71,79.51363636,52.5,
11,30,17,3.9,3,23,68,0.153,6,71,31.82727273,21.6,
11,30,18,3.4,26,24,61,0,4,71,357.3262032,171.6,
11,30,19,4.2,17,20,66,0,2,71,181.7748918,102,
11,30,20,3.8,7,17,65,0,-1,71,82.79425837,35.7,
11,30,21,4.3,19,16,80,0,-4,71,206.3086681,79.8,
11,30,22,4.1,10,16,79,0,-7,71,119.7782705,33,
11,30,23,3.5,7,19,75,0,-8,71,104.4727273,21,
11,30,24,3.4,29,19,67,0,-9,71,452.5240642,78.3,
12,1,1,4.3,30,16,77,0,-12,77,331.40,36,331.40
12,1,2,3.8,24,19,63,0,-11,77,313.47,33.6,313.47
12,1,3,3.7,13,17,66,0,-11,77,168.18,18.2,168.18
12,1,4,3.6,29,17,67,0,-11,77,385.32,40.6,385.32
12,1,5,3.7,22,16,62,0,-9,77,270.54,39.6,270.54
12,1,6,3.7,15,18,66,0,-8,77,187.30,30,187.30
12,1,7,4.3,10,18,70,0.15,-6,77,97.44,24,97.44
12,1,8,3.4,20,24,76,0.18,-4,77,261.96,56,261.96
12,1,9,4.3,10,20,64,0.21,-3,77,93.64,30,93.64
12,1,10,3.5,13,20,77,0.24,-1,77,139.90,44.2,139.90
12,1,11,4.3,26,20,63,0.27,2,77,212.43,104,212.43
12,1,12,3.9,9,20,78,0.3,4,77,75.08,39.6,75.08
12,1,13,3.5,5,24,66,0.27,6,77,50.05,24,50.05
12,1,14,3.4,9,23,61,0.24,7,77,90.09,45,90.09
12,1,15,4.3,16,21,63,0.21,8,77,118.95,83.2,118.95
12,1,16,4.2,30,23,71,0.18,7,77,247.86,150,247.86
12,1,17,4.1,17,20,79,0.15,6,77,138.49,81.6,138.49
12,1,18,4.1,3,22,72,0,4,77,28.78,13.2,28.78
12,1,19,4.3,18,22,70,0,2,77,171.91,72,171.91
12,1,20,3.3,3,17,69,0,0,77,35.09,10.8,35.09
12,1,21,3.4,1,17,69,0,-2,77,11.84,3.2,11.84
12,1,22,4.2,9,18,64,0,-4,77,92.00,25.2,92.00
12,1,23,4.1,3,18,76,0,-8,77,33.56,6,33.56
12,1,24,3.8,5,18,77,0,-10,77,62.50,8,62.50
12,2,1,3.6,26,17,67,0,-12,77,351.48,31.2,351.48
12,2,2,3.7,6,17,61,0,-11,77,77.89,8.4,77.89
12,2,3,3.9,26,16,65,0,-11,77,313.78,36.4,313.78
12,2,4,3.5,26,17,65,0,-11,77,355.83,36.4,355.83
12,2,5,3.9,21,17,75,0,-9,77,247.15,37.8,247.15
12,2,6,3.5,8,18,68,0,-8,77,105.45,16,105.45
12,2,7,3.9,14,16,65,0.15,-6,77,145.03,33.6,145.03
12,2,8,4.3,9,24,73,0.18,-4,77,93.42,25.2,93.42
12,2,9,3.6,9,23,70,0.21,-3,77,106.42,27,106.42
12,2,10,3.8,8,21,79,0.24,-1,77,81.19,27.2,81.19
12,2,11,3.5,14,20,74,0.27,2,77,139.07,56,139.07
12,2,12,3.9,15,20,73,0.3,4,77,125.51,66,125.51
12,2,13,4.1,24,23,60,0.27,6,77,201.37,115.2,201.37
12,2,14,4.3,8,24,62,0.24,7,77,64.81,40,64.81
12,2,15,3.5,16,21,65,0.21,8,77,145.83,83.2,145.83
12,2,16,3.6,7,23,78,0.18,7,77,67.15,35,67.15
12,2,17,4.2,25,21,62,0.15,6,77,206.35,120,206.35
12,2,18,3.3,10,22,61,0,4,77,120.30,44,120.30
12,2,19,4.2,9,22,78,0,2,77,87.57,36,87.57
12,2,20,3.7,1,19,68,0,0,77,10.89,3.6,10.89
12,2,21,3.3,27,16,69,0,-2,77,322.64,86.4,322.64
12,2,22,3.3,12,18,61,0,-4,77,156.48,33.6,156.48
12,2,23,4.0,18,17,80,0,-8,77,202.95,36,202.95
12,2,24,3.3,9,18,64,0,-10,77,130.73,14.4,130.73
12,3,1,3.5,26,19,65,0,-12,77,374.40,31.2,374.40
12,3,2,3.4,11,18,62,0,-11,77,157.99,15.4,157.99
12,3,3,3.7,17,16,74,0,-11,77,214.87,23.8,214.87
12,3,4,4.3,15,18,70,0,-11,77,169.42,21,169.42
12,3,5,4.0,27,17,65,0,-9,77,312.08,48.6,312.08
12,3,6,4.2,21,16,74,0,-8,77,221.33,42,221.33
12,3,7,3.3,18,17,76,0.15,-6,77,222.91,43.2,222.91
12,3,8,3.3,6,22,61,0.18,-4,77,78.85,16.8,78.85
12,3,9,3.3,19,21,61,0.21,-3,77,237.21,57,237.21
12,3,10,3.9,7,22,68,0.24,-1,77,71.14,23.8,71.14
12,3,11,3.3,2,20,79,0.27,2,77,21.05,8,21.05
12,3,12,3.3,10,22,67,0.3,4,77,104.55,44,104.55
12,3,13,4.2,1,24,70,0.27,6,77,8.31,4.8,8.31
12,3,14,4.1,22,22,67,0.24,7,77,177.07,110,177.07
12,3,15,3.7,25,22,77,0.21,8,77,218.47,130,218.47
12,3,16,3.7,30,21,67,0.18,7,77,268.92,150,268.92
12,3,17,4.3,28,23,64,0.15,6,77,236.16,134.4,236.16
12,3,18,3.5,21,22,63,0,4,77,237.80,92.4,237.80
12,3,19,4.3,15,23,75,0,2,77,145.58,60,145.58
12,3,20,3.6,3,19,79,0,0,77,33.39,10.8,33.39
12,3,21,3.8,1,18,68,0,-2,77,10.82,3.2,10.82
12,3,22,4.0,22,19,65,0,-4,77,240.53,61.6,240.53
12,3,23,3.7,6,16,78,0,-8,77,71.68,12,71.68
12,3,24,4.0,2,19,61,0,-10,77,24.43,3.2,24.43
12,4,1,4.2,29,18,63,0,-12,77,342.71,34.8,342.71
12,4,2,4.0,21,16,77,0,-11,77,245.00,29.4,245.00
12,4,3,3.7,27,16,71,0,-11,77,342.00,37.8,342.00
12,4,4,3.7,22,17,78,0,-11,77,282.63,30.8,282.63
12,4,5,4.1,9,18,78,0,-9,77,102.51,16.2,102.51
12,4,6,4.3,19,17,66,0,-8,77,200.46,38,200.46
12,4,7,3.7,15,16,69,0.15,-6,77,163.24,36,163.24
12,4,8,3.6,10,21,64,0.18,-4,77,117.87,28,117.87
12,4,9,4.0,8,24,73,0.21,-3,77,86.60,24,86.60
12,4,10,3.6,3,21,64,0.24,-1,77,32.44,10.2,32.44
12,4,11,3.4,24,20,77,0.27,2,77,244.71,96,244.71
12,4,12,4.3,4,20,78,0.3,4,77,30.26,17.6,30.26
12,4,13,3.4,28,20,66,0.27,6,77,261.06,134.4,261.06
12,4,14,3.6,24,23,78,0.24,7,77,223.56,120,223.56
12,4,15,4.1,3,23,65,0.21,8,77,24.56,15.6,24.56
12,4,16,3.9,3,22,61,0.18,7,77,26.31,15,26.31
12,4,17,3.5,30,21,72,0.15,6,77,294.29,144,294.29
12,4,18,3.8,24,21,76,0,4,77,242.32,105.6,242.32
12,4,19,3.4,19,21,74,0,2,77,224.09,76,224.09
12,4,20,3.3,1,16,71,0,0,77,11.42,3.6,11.42
12,4,21,4.0,21,16,72,0,-2,77,206.50,67.2,206.50
12,4,22,3.7,4,19,80,0,-4,77,46.95,11.2,46.95
12,4,23,3.8,6,18,69,0,-8,77,72.79,12,72.79
12,4,24,3.6,19,17,79,0,-10,77,246.65,30.4,246.65
12,5,1,4.1,19,16,72,0,-12,77,220.89,22.8,242.98
12,5,2,3.7,29,17,75,0,-11,77,372.82,40.6,410.10
12,5,3,4.3,23,17,77,0,-11,77,254.07,32.2,279.48
12,5,4,3.3,20,19,77,0,-11,77,297.98,28,327.78
12,5,5,4.1,15,16,76,0,-9,77,164.76,27,181.23
12,5,6,4.0,22,18,76,0,-8,77,252.27,44,277.49
12,5,7,3.3,5,18,78,0.15,-6,77,63.18,12,69.50
12,5,8,3.3,23,22,63,0.18,-4,77,301.79,64.4,331.97
12,5,9,3.7,16,24,62,0.21,-3,77,188.83,48,207.71
12,5,10,3.5,21,22,73,0.24,-1,77,236.80,71.4,260.48
12,5,11,3.4,18,20,78,0.27,2,77,183.71,72,202.08
12,5,12,3.6,6,23,80,0.3,4,77,58.50,26.4,64.35
12,5,13,3.4,9,21,78,0.27,6,77,85.24,43.2,93.76
12,5,14,3.7,4,21,70,0.24,7,77,34.67,20,38.13
12,5,15,4.3,19,20,74,0.21,8,77,135.95,98.8,149.54
12,5,16,4.1,14,22,69,0.18,7,77,115.87,70,127.46
12,5,17,3.5,6,24,71,0.15,6,77,63.20,28.8,69.52
12,5,18,4.1,25,24,70,0,4,77,250.41,110,275.45
12,5,19,3.4,23,21,75,0,2,77,271.04,92,298.14
12,5,20,4.3,7,19,77,0,0,77,65.12,25.2,71.63
12,5,21,4.2,28,19,71,0,-2,77,279.11,89.6,307.02
12,5,22,3.6,9,19,60,0,-4,77,109.75,25.2,120.73
12,5,23,4.3,16,19,70,0,-8,77,174.51,32,191.96
12,5,24,3.9,14,17,74,0,-10,77,167.88,22.4,184.67
12,6,1,3.6,5,17,76,0,-12,77,67.18,6,73.89
12,6,2,3.6,26,19,72,0,-11,77,356.30,36.4,391.93
12,6,3,4.2,20,17,76,0,-11,77,226.35,28,248.98
12,6,4,3.8,16,18,72,0,-11,77,204.21,22.4,224.63
12,6,5,3.7,18,16,79,0,-9,77,219.24,32.4,241.17
12,6,6,3.4,13,17,60,0,-8,77,174.23,26,191.65
12,6,7,4.1,30,18,72,0.15,-6,77,306.10,72,336.71
12,6,8,3.5,6,24,77,0.18,-4,77,76.29,16.8,83.91
12,6,9,3.5,26,21,77,0.21,-3,77,302.10,78,332.30
12,6,10,4.2,5,23,64,0.24,-1,77,48.33,17,53.17
12,6,11,3.8,3,22,61,0.27,2,77,29.11,12,32.02
12,6,12,3.5,10,23,74,0.3,4,77,100.29,44,110.31
12,6,13,3.7,4,20,61,0.27,6,77,34.45,19.2,37.90
12,6,14,4.3,16,22,72,0.24,7,77,122.17,80,134.39
12,6,15,4.0,8,24,65,0.21,8,77,68.80,41.6,75.68
12,6,16,3.3,8,20,75,0.18,7,77,77.74,40,85.51
12,6,17,3.8,8,20,67,0.15,6,77,70.88,38.4,77.96
12,6,18,3.4,19,20,68,0,4,77,211.24,83.6,232.36
12,6,19,4.0,6,23,78,0,2,77,62.55,24,68.81
12,6,20,3.7,23,18,69,0,0,77,245.13,82.8,269.64
12,6,21,3.8,3,17,64,0,-2,77,31.92,9.6,35.11
12,6,22,3.6,12,17,70,0,-4,77,139.67,33.6,153.63
12,6,23,3.5,19,16,66,0,-8,77,241.75,38,265.93
12,6,24,4.2,12,19,76,0,-10,77,138.19,19.2,152.01
12,7,1,3.4,9,18,63,0,-12,77,131.38,10.8,144.52
12,7,2,3.8,5,18,69,0,-11,77,63.95,7,70.34
12,7,3,3.9,23,17,79,0,-11,77,280.52,32.2,308.57
12,7,4,4.0,24,17,79,0,-11,77,285.40,33.6,313.94
12,7,5,4.0,20,16,75,0,-9,77,225.33,36,247.87
12,7,6,4.0,8,17,72,0,-8,77,90.33,16,99.37
12,7,7,3.7,24,17,75,0.15,-6,77,265.30,57.6,291.83
12,7,8,3.4,23,21,67,0.18,-4,77,286.37,64.4,315.01
12,7,9,3.3,23,22,65,0.21,-3,77,292.03,69,321.23
12,7,10,3.4,29,24,65,0.24,-1,77,353.12,98.6,388.43
12,7,11,4.2,20,22,75,0.27,2,77,173.33,80,190.67
12,7,12,4.1,12,24,77,0.3,4,77,104.88,52.8,115.37
12,7,13,4.0,28,23,65,0.27,6,77,239.63,134.4,263.60
12,7,14,3.8,24,24,68,0.24,7,77,218.74,120,240.61
12,7,15,4.1,3,23,67,0.21,8,77,24.51,15.6,26.96
12,7,16,4.3,28,20,76,0.18,7,77,208.59,140,229.45
12,7,17,3.3,2,24,76,0.15,6,77,22.24,9.6,24.47
12,7,18,4.2,29,21,67,0,4,77,266.98,127.6,293.68
12,7,19,3.5,24,21,60,0,2,77,278.17,96,305.99
12,7,20,3.4,23,19,72,0,0,77,271.72,82.8,298.89
12,7,21,4.1,2,18,60,0,-2,77,20.20,6.4,22.21
12,7,22,4.3,1,19,70,0,-4,77,10.13,2.8,11.14
12,7,23,3.3,14,18,68,0,-8,77,195.72,28,215.29
12,7,24,4.0,20,17,80,0,-10,77,233.83,32,257.22
12,8,1,3.8,21,17,71,0,-12,77,268.21,25.2,295.03
12,8,2,3.5,24,19,80,0,-11,77,337.83,33.6,371.61
12,8,3,4.3,5,16,62,0,-11,77,54.84,7,60.33
12,8,4,3.7,28,19,79,0,-11,77,372.58,39.2,409.83
12,8,5,3.9,23,19,65,0,-9,77,282.49,41.4,310.74
12,8,6,4.3,6,19,79,0,-8,77,65.21,12,71.73
12,8,7,3.3,15,19,65,0.15,-6,77,195.00,36,214.50
12,8,8,4.3,1,20,65,0.18,-4,77,9.67,2.8,10.63
12,8,9,3.6,8,20,64,0.21,-3,77,89.48,24,98.43
12,8,10,4.1,20,23,76,0.24,-1,77,196.10,68,215.71
12,8,11,3.5,24,23,71,0.27,2,77,256.23,96,281.85
